MeasuredID,Name,Intervals,Tonic,Variants,Culture,Region,SocID,Reference,RefID,Primary_source?,Country,Measured_type,Instrument,Inst_type,Melodic / Harmonic,Octave_modified,Reduced_scale,Notes
M0324,GVM199-H,184;160;158;190;261;78;126,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0325,GVM200-H,174;106;110;71;190;205;125;100,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0326,GVM202-H,337;343;227;150;88,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0327,GVM203-H,197;148;142;204;184;93;84;121,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0328,GVM204-H,345;350;155;209;125,N/A,N/A,Georgia,Middle East,Geo85,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094",56,Y,Georgia,Recording,Voice,Voice,H,N,N,N/A
M0329,8/913,219;174;165;187;190;203;142,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0330,G-330,249;165;158;212;194;181;158,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0331,A-I,210;187;113;196;219;165;129,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0332,1174,203;158;158;187;226;144;158,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0333,A-IV,210;181;120;203;235;172;129,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0334,1513,226;165;167;187;210;158;158,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0335,1332,187;187;106;196;187;165;129,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0336,NU,226;165;135;190;203;158;120,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0337,G-329,203;174;142;196;226;165;135,N/A,N/A,Turkey,Middle East,Tur13,"A. Tan. Ney Ackisinin Tarihi Ve Teknik Gelisimi. Yayınlanmamıs Doktora Tezi. Marmara Universitesi, Sosyal Bilimler Enstitusu, Istanbul, 2011",58,Y,Turkey,Recording,Ney,Aerophone,N/A,N,N,N/A
M0338,Pifano 1,202;210;120;237;90;165;189;206;210;105;233;113,5;6;7;1;2;3;4;5;6;7;1;2;3,N/A,Brazil,Latin America,Bra56,M. Mendes. Fe no pife: as flautas de pifano no contexto cultural da banda cabacal dos Irmaos Aniceto,59,Y,Brazil,Instrument,Pifano,Aerophone,N/A,N,N,N/A
M0339,Pifano 2,189;223;72;260;63;168;191;196;213;99;261;89,5;6;7;1;2;3;4;5;6;7;1;2;3,N/A,Brazil,Latin America,Bra56,M. Mendes. Fe no pife: as flautas de pifano no contexto cultural da banda cabacal dos Irmaos Aniceto,59,Y,Brazil,Instrument,Pifano,Aerophone,N/A,N,N,N/A
M0340,Pifano 3,215;221;67;242;104;147;172;220;231;96;269;103,5;6;7;1;2;3;4;5;6;7;1;2;3,N/A,Brazil,Latin America,Bra56,M. Mendes. Fe no pife: as flautas de pifano no contexto cultural da banda cabacal dos Irmaos Aniceto,59,Y,Brazil,Instrument,Pifano,Aerophone,N/A,N,N,N/A
M0341,Mardiswara,130;121;307;95;112;169;273,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0342,Konservatori Karawitan Gamelan I,120;147;273;128;115;194;240,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0343,Harjaswara,135;155;282;114;103;196;217,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0344,Kanyutmesem,141;140;272;139;114;172;245,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0345,Konservatori Karawitan Gamelan II,112;136;270;121;86;232;234,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0346,Kadukmanis,142;111;317;99;132;174;257,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0347,Kancilbelik,125;131;267;146;119;150;271,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0348,Radio Republik Indonesia Sala,81;161;322;111;127;135;290,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0349,Landung,103;144;279;150;112;161;280,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0350,Siratmadu,134;129;291;111;135;171;235,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0351,Semarngigel,122;130;301;106;116;186;257,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0352,Gam. GPH Tejakusuma Yogya,117;141;283;132;88;164;269,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0353,Mangunharja,127;140;309;109;102;170;298,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0354,Madukusuma,121;130;303;136;106;141;279,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0355,Radio Republik Indonesia Yogya,122;130;308;132;102;149;261,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0356,Panji,103;190;251;132;87;158;306,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0357,Pancasona,152;129;298;127;95;161;248,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0358,Harjamulya,122;131;310;124;99;161;262,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0359,Konservatori Karawitan Gamelan III,119;105;268;193;142;124;256,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0360,Udanarum,140;124;249;165;109;180;251,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0361,Guntursari,124;129;316;90;101;148;308,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0362,Nagawilaga,79;176;289;86;125;169;292,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0363,Gunturmadu,77;105;335;131;94;132;339,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0364,Mardiswara,238;235;256;242;244,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0365,Lokananta,240;260;230;250;259,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0366,Swaraharja,227;255;214;240;261,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0367,Nagalima,251;232;245;232;261,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0368,Kanyutmesem,251;238;241;236;253,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0369,Manisrengga,236;250;247;241;257,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0370,Lipurtambaneng,216;254;234;250;246,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0371,Konservatori Karawitan Gamelan I,227;225;254;236;258,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0372,Landung,219;248;247;242;275,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0373,Gam. GPH Tedjakusuma,236;227;260;233;269,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0374,Surak,231;233;248;250;256,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0375,Prarasrum,231;238;247;231;258,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0376,Sadadpengasih,226;248;238;246;247,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0377,Harjawinangun,240;250;235;244;256,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0378,Pancasona,221;226;260;248;252,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0379,Hajanagara,217;238;243;243;259,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0380,Madumurti,224;233;258;243;258,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0381,Gamelan Kedokngorek Kyahi,228;221;248;255;245,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0382,RRI Sala,242;271;217;231;252,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0383,Udanriris,236;228;240;260;236,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0384,Tunggul,238;249;243;228;264,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0385,Konservatori Karawitan Gamelan II,227;246;259;244;240,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0386,Konservatori Karawitan Gamelan III,245;240;245;241;232,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0387,Gam. GPH Hangabehi,236;233;254;237;252,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0388,Pengawesari,225;251;259;233;255,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0389,Pusparana,230;228;242;259;242,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0390,Madukentir,237;229;256;242;249,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0391,Precet,261;258;220;256;240,1,N/A,Gamelan,South East Asia,Gam17,"W. Surjodiningrat, A. Susanto, and P. J. Sudarjana. Tone Measurements of Outstanding Javanese Gamelans in Jogjakarta and Surakarta. Gadjah Mada University Press, 1972",12,Y,Indonesia,Instrument,saron demung or gender barung,Idiophone,N/A,N,Y,N/A
M0392,Bagpipe 1,191;196;144;154;208;150;156;191,N/A,N/A,Arabic,Middle East,Ara11,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Iraq,Instrument,Bagpipe,Aerophone,N/A,N,N,N/A
M0393,Rajah Ram Pal Singh 1,183;159;211;132;186;203;156,1,N/A,Hindustani,South Asia,Nor8,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,India,Instrument,Sitar,Chordophone,N/A,N,N,N/A
M0394,Rajah Ram Pal Singh 2,174;176;127;220;211;162;111,1,N/A,Hindustani,South Asia,Nor8,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,India,Instrument,Sitar,Chordophone,N/A,N,N,N/A
M0395,Rajah Ram Pal Singh 3,183;88;263;152;186;111;249,1,N/A,Hindustani,South Asia,Nor8,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,India,Instrument,Sitar,Chordophone,N/A,N,N,N/A
M0396,Rajah Ram Pal Singh 4,111;203;220;152;142;189;181,1,N/A,Hindustani,South Asia,Nor8,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,India,Instrument,Sitar,Chordophone,N/A,N,N,N/A
M0397,Rajah Ram Pal Singh 5,90;276;127;214;74;299;7,1,N/A,Hindustani,South Asia,Nor8,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,India,Instrument,Sitar,Chordophone,N/A,N,N,N/A
M0398,Balafong,187;169;170;147;183;129;237;180;167;181;189;160;159,N/A,N/A,Hindustani,South Asia,Nor8,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,India,Instrument,Balafon,Idiophone,N/A,N,N,N/A
M0399,Tar,175;179;158;208;176;166;175;205;173;150;195;221;160,1,N/A,Hindustani,South Asia,Nor8,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,India,Instrument,Tar,Chordophone,N/A,N,N,N/A
M0400,Balafong,169;181;193;166;185;146;165,N/A,N/A,Singapore,South East Asia,Sin87,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Singapore,Instrument,Balafon,Idiophone,N/A,N,N,N/A
M0401,Patala,176;174;183;174;192;154;193,N/A,N/A,Myanmar,South East Asia,Mya29,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Myanmar,Instrument,Pattala,Idiophone,N/A,N,N,N/A
M0402,Balafong,114;236;200;137;151;194;164,N/A,N/A,Myanmar,South East Asia,Mya29,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Myanmar,Instrument,Balafon,Idiophone,N/A,N,N,N/A
M0403,Ranat,129;148;231;218;45;258;225;201;103,N/A,N/A,Thai,South East Asia,Tha44,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Thailand,Instrument,Ranat ek,Idiophone,N/A,N,N,N/A
M0404,Slendro 1,228;256;244;232;240,1,N/A,Gamelan,South East Asia,Gam17,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Indonesia,Instrument,Gambang and Saron and Slentem,Idiophone,N/A,N,N,N/A
M0405,Slendro 2,191;251;249;261;220,1,N/A,Gamelan,South East Asia,Gam17,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Indonesia,Instrument,Gender,Idiophone,N/A,N,N,N/A
M0406,Slendro 3,219;256;261;223;288,1,N/A,Gamelan,South East Asia,Gam17,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Indonesia,Instrument,Gender,Idiophone,N/A,N,N,N/A
